Iteration,Fitness
162,531.9532000000002
163,532.0695
164,562.5808
165,531.5473
166,564.8426999999999
167,555.2845000000001
168,541.0991999999999
169,532.1739
170,549.4272000000001
171,494.17769999999996
172,539.5168
173,469.59939999999995
174,459.13890000000004
175,440.14790000000005
176,412.8042999999999
177,402.6807
178,375.9081
179,371.9895
180,392.0979
181,361.0948000000001
182,386.7749000000001
183,357.96770000000004
184,388.1903
185,356.7642000000001
186,386.6739999999999
187,339.758
188,385.6153
189,340.3246
190,388.5964000000001
191,325.6624000000001
192,382.3902000000001
193,328.53900000000016
194,372.7853000000001
195,311.28020000000015
196,376.8651
197,413.24609999999996
198,433.3214000000001
199,473.9734
200,454.5433000000001
201,464.64680000000004
202,463.85650000000004
203,466.1896
204,452.36930000000007
205,455.06440000000003
206,443.4087
207,437.65649999999994
208,444.9500000000001
209,453.69020000000006
210,440.5347
211,471.6743000000001
212,470.4973
213,444.68180000000007
214,460.64090000000004
215,469.3251
216,464.40490000000005
217,443.94140000000004
218,464.65790000000004
219,465.6989000000001
220,471.2491
221,439.4818
222,453.7404000000001
223,447.82480000000004
224,441.58410000000003
225,472.9167
226,424.5982000000001
227,446.88370000000003
228,376.04140000000007
229,446.7685000000001
230,385.1379000000001
231,403.35900000000004
232,347.6438000000001
233,409.9956
234,410.83590000000004
235,436.16120000000006
236,373.9695000000001
237,427.23120000000006
238,408.3387000000001
239,389.45800000000014
240,340.58750000000003
241,554.8190000000001
242,580.3172999999999
243,525.6713
244,504.529
245,507.96260000000007
246,514.7432999999999
247,489.98609999999996
248,441.1384
249,443.4111999999999
250,414.4158
251,376.8651
252,413.24609999999996
253,433.3214000000001
254,473.9734
255,454.5433000000001
256,464.64680000000004
257,463.85650000000004
258,466.1896
259,452.36930000000007
260,455.06440000000003
261,443.4087
262,437.65649999999994
263,444.9500000000001
264,453.69020000000006
265,440.5347
266,471.6743000000001
267,470.4973
268,444.68180000000007
269,460.64090000000004
270,469.3251
271,464.40490000000005
272,443.94140000000004
273,464.65790000000004
274,465.6989000000001
275,471.2491
276,439.4818
277,453.7404000000001
278,447.82480000000004
279,441.58410000000003
280,472.9167
281,538.0688
282,527.4390999999999
283,459.8942
284,496.5249
285,513.7680999999999
286,470.1967
287,490.3906999999999
288,456.4319
289,453.59149999999994
290,422.59960000000007
291,441.3016999999999
292,443.989
293,436.55959999999993
294,433.968
295,466.6422999999999
296,454.9548
297,405.18010000000004
298,425.5742
299,416.04550000000006
300,413.6228000000001
301,376.8651
302,413.24609999999996
303,433.3214000000001
304,473.9734
305,454.5433000000001
306,464.64680000000004
307,463.85650000000004
308,466.1896
309,452.36930000000007
310,455.06440000000003
311,443.4087
312,437.65649999999994
313,444.9500000000001
314,453.69020000000006
315,440.5347
316,471.6743000000001
317,470.4973
318,444.68180000000007
319,460.64090000000004
320,469.3251
321,503.7325999999998
322,495.53629999999987
323,520.5831000000002
324,458.7395999999999
325,502.3768
326,426.86949999999985
327,467.8657999999999
328,415.7093999999999
329,446.2524999999999
330,450.59859999999986
331,472.1362
332,439.5964999999998
333,416.28619999999984
334,408.0363999999998
335,450.35849999999994
336,403.55289999999974
337,425.08609999999993
338,413.0583999999997
339,445.7147999999999
340,404.2003999999998
341,405.2229999999999
342,391.99439999999976
343,433.6379999999999
344,399.11149999999986
345,399.1334999999999
346,378.86199999999985
347,426.8402999999999
348,406.20929999999987
349,370.7953
350,425.2441999999998
351,376.8651
352,413.24609999999996
353,433.3214000000001
354,473.9734
355,454.5433000000001
356,464.64680000000004
357,463.85650000000004
358,466.1896
359,452.36930000000007
360,455.06440000000003
361,387.9916
362,430.9012
363,443.0905000000001
364,453.65130000000005
365,449.9967000000001
366,445.4186
367,452.5831000000001
368,454.61870000000005
369,461.09560000000005
370,418.49209999999994
371,447.35840000000013
372,400.65379999999993
373,440.17870000000016
374,386.036
375,424.14680000000016
376,372.83080000000007
377,410.99690000000004
378,360.11330000000004
379,402.0838
380,351.40409999999997
381,399.53579999999994
382,344.1441
383,393.6187
384,337.59009999999995
385,384.0431
386,331.13689999999997
387,383.0104
388,321.675
389,376.3993
390,315.56850000000003
391,371.3213
392,310.4905
393,370.90590000000003
394,378.63340000000005
395,448.79970000000003
396,437.0208999999999
397,457.7036999999999
398,436.45619999999997
399,450.2201
400,459.74099999999993
401,399.8691999999998
402,423.7584999999999
403,401.96829999999994
404,421.19489999999996
405,406.68919999999997
406,426.25679999999994
407,398.7924
408,393.46939999999984
409,408.42139999999984
410,394.9576999999999
411,407.7388999999999
412,396.93309999999985
413,410.18779999999987
414,393.9178999999999
415,410.99279999999993
416,416.15930000000003
417,411.6420999999999
418,422.8977
419,404.87519999999995
420,414.3269
421,390.87229999999994
422,344.9617999999999
423,436.91380000000015
424,428.08080000000007
425,453.7082000000001
426,444.55300000000005
427,420.37230000000005
428,395.3032
429,449.5960000000001
430,394.3554
431,431.60480000000007
432,438.29980000000006
433,373.5867
434,405.82250000000005
435,454.5536999999999
436,435.3527
437,501.8942
438,510.6001
439,498.1214
440,470.3609
441,410.9837
442,390.82380000000006
443,418.80859999999996
444,379.69280000000003
445,412.8233000000001
446,352.37860000000006
447,393.26390000000004
448,359.49480000000005
449,386.90790000000004
450,325.33320000000003
451,376.8651
452,413.24609999999996
453,433.3214000000001
454,473.9734
455,454.5433000000001
456,464.64680000000004
457,463.85650000000004
458,466.1896
459,452.36930000000007
460,455.06440000000003
461,443.4087
462,437.65649999999994
463,444.9500000000001
464,453.69020000000006
465,440.5347
466,471.6743000000001
467,470.4973
468,444.68180000000007
469,460.64090000000004
470,469.3251
471,464.40490000000005
472,443.94140000000004
473,464.65790000000004
474,465.6989000000001
475,471.2491
476,439.4818
477,453.7404000000001
478,447.82480000000004
479,441.58410000000003
480,472.9167
481,568.3874
482,530.3215000000001
483,518.9436000000002
484,529.7552000000002
485,484.33240000000006
486,469.4335000000001
487,462.9884000000001
488,434.40950000000015
489,394.5801
490,408.4958
491,457.8746999999999
492,461.712
493,459.60909999999996
494,485.3609
495,425.97919999999993
496,464.61640000000006
497,444.34569999999997
498,497.92929999999996
499,496.7095
500,481.3822
501,511.74779999999987
502,454.91380000000004
503,492.0713999999998
504,420.3224
505,463.94889999999987
506,407.1149
507,439.9675999999999
508,367.3350000000001
509,432.3495999999999
510,363.51900000000006
511,423.97479999999996
512,349.7363000000001
513,407.58549999999985
514,340.23260000000005
515,401.4285
516,398.9375
517,368.3134999999999
518,369.6179
519,340.6029
520,400.87219999999996
521,409.86120000000005
522,426.88820000000004
523,485.0554
524,406.56080000000003
525,465.4014
526,361.72700000000003
527,450.5341
528,378.7825
529,444.63370000000003
530,337.8761
531,431.15590000000003
532,363.7814
533,436.4993000000001
534,329.16390000000007
535,424.8343
536,348.4721
537,419.00500000000005
538,312.021
539,405.3839
540,338.3608000000001
541,412.7396
542,298.2098000000001
543,394.88439999999997
544,327.7244
545,403.0011
546,286.8374
547,389.0996999999999
548,317.9984
549,404.16980000000007
550,278.489
551,395.3457
552,310.75210000000004
553,400.9861000000001
554,267.5648
555,392.12850000000003
556,320.66
557,394.5225
558,373.7866000000001
559,409.34069999999997
560,403.3792
561,596.1410999999999
562,631.6626000000001
563,564.6320999999999
564,515.3745
565,504.75300000000004
566,500.2305
567,456.6886
568,448.8922999999999
569,482.1991
570,427.63809999999995
571,469.50269999999995
572,405.7806
573,411.75309999999996
574,465.8672
575,457.1199999999999
576,486.9784
577,498.8879
578,487.90239999999994
579,508.80870000000004
580,505.2286
581,480.6706
582,498.28590000000014
583,474.1447000000001
584,453.94930000000016
585,441.83619999999996
586,411.87730000000005
587,417.0443000000001
588,409.80500000000006
589,415.33009999999996
590,376.90200000000004
591,376.1653
592,354.1383000000001
593,360.0165
594,327.01200000000006
595,347.9203000000001
596,326.9979000000001
597,339.0846
598,333.8608000000001
599,349.2068000000001
600,397.61929999999995
601,392.12850000000003
602,320.66
603,394.5225
604,373.7866000000001
605,409.34069999999997
606,403.3792
607,438.1702000000001
608,447.9395000000001
609,455.6659000000001
610,453.7714000000001
611,441.9390000000001
612,434.3307000000001
613,399.46720000000005
614,440.5799000000001
615,409.6689000000001
616,447.6462
617,392.3253
618,416.5781000000001
619,366.85310000000004
620,398.5373
621,342.35339999999997
622,416.1813
623,408.12210000000005
624,403.79600000000005
625,382.204
626,408.48380000000003
627,355.87379999999996
628,378.5713
629,385.8785000000001
630,402.99840000000006
631,348.2679
632,395.03180000000003
633,324.7017
634,390.01720000000006
635,330.79830000000004
636,369.5165
637,363.5201
638,395.50260000000003
639,335.73740000000004
640,386.57090000000005
641,586.3287000000003
642,543.6296000000001
643,507.8875000000002
644,489.63680000000016
645,477.5687000000001
646,497.831
647,432.07129999999995
648,467.7318
649,492.4121
650,455.1439999999999
651,467.789
652,500.2518
653,436.9682999999999
654,427.1776
655,439.23350000000005
656,482.7529000000001
657,511.5382000000001
658,514.4364000000002
659,522.7081000000001
660,442.8329000000001
661,463.145
662,433.47170000000006
663,416.3133000000001
664,400.6696
665,397.7523000000001
666,386.94730000000004
667,374.5420000000001
668,355.8266000000001
669,363.07450000000006
670,339.08640000000014
671,343.7397000000001
672,342.7509000000002
673,337.7689000000001
674,340.5925000000001
675,333.2641000000001
676,337.91940000000017
677,339.5636
678,329.47270000000015
679,319.63340000000005
680,318.2037000000001
681,403.72970000000004
682,405.9143
683,434.2490000000002
684,447.8623999999999
685,406.67199999999997
686,490.8100999999999
687,507.0076000000001
688,462.02669999999995
689,429.9259
690,424.65049999999985
691,454.7314
692,439.28049999999996
693,429.97959999999995
694,439.2481999999998
695,431.56469999999996
696,418.18559999999985
697,437.3208
698,408.48329999999993
699,425.585
700,404.30179999999996
701,450.0505999999999
702,396.40049999999985
703,406.3379
704,423.05309999999986
705,442.28039999999993
706,405.4449999999999
707,435.15459999999996
708,409.12939999999986
709,404.6023
710,374.3538999999999
711,423.3719
712,390.45829999999995
713,387.4081
714,410.1626999999999
715,415.4292
716,381.4894
717,415.56239999999997
718,392.4213999999999
719,406.86789999999996
720,369.949
721,522.8577
722,481.37460000000004
723,457.6178000000001
724,453.75110000000006
725,431.31329999999997
726,424.79729999999995
727,430.3916
728,429.8812
729,419.08759999999995
730,449.75489999999996
731,455.93149999999997
732,440.3865999999998
733,448.0953000000001
734,402.2969999999999
735,443.1034000000001
736,453.39599999999996
737,416.05640000000005
738,409.1785
739,400.7289
740,471.36629999999997
741,497.4199
742,527.0642999999999
743,454.17800000000005
744,506.00269999999995
745,422.93450000000007
746,490.3139
747,479.5141
748,469.016
749,495.12899999999996
750,473.95430000000005
751,442.75359999999995
752,473.8247
753,416.5238
754,473.90310000000005
755,379.78999999999996
756,460.81210000000004
757,437.4938
758,450.6401
759,452.983
760,443.9526
761,502.9219999999999
762,476.78349999999995
763,432.4212999999999
764,408.242
765,385.2464999999999
766,384.87949999999995
767,367.0360999999999
768,370.9792
769,355.13299999999987
770,350.03649999999993
771,403.0506
772,431.31560000000013
773,464.9800999999999
774,414.8593000000001
775,390.3296000000001
776,407.5917
777,371.9155
778,384.1535000000001
779,354.4665
780,378.69870000000003
781,368.48449999999997
782,361.1977
783,379.1292
784,340.6485
785,370.9853999999999
786,424.00479999999993
787,422.9554999999999
788,358.43019999999984
789,399.7611999999999
790,465.67060000000004
791,474.7412999999998
792,429.89869999999985
793,452.4274
794,420.3644
795,403.57359999999994
796,402.0279999999999
797,372.8422
798,386.04979999999995
799,350.16259999999994
800,355.8458999999999
801,392.12850000000003
802,320.66
803,394.5225
804,373.7866000000001
805,409.34069999999997
806,403.3792
807,438.1702000000001
808,447.9395000000001
809,455.6659000000001
810,453.7714000000001
811,441.9390000000001
812,434.3307000000001
813,399.46720000000005
814,440.5799000000001
815,409.6689000000001
816,447.6462
817,392.3253
818,416.5781000000001
819,366.85310000000004
820,398.5373
821,342.35339999999997
822,416.1813
823,408.12210000000005
824,403.79600000000005
825,382.204
826,408.48380000000003
827,355.87379999999996
828,378.5713
829,385.8785000000001
830,402.99840000000006
831,348.2679
832,395.03180000000003
833,324.7017
834,390.01720000000006
835,330.79830000000004
836,369.5165
837,363.5201
838,395.50260000000003
839,335.73740000000004
840,386.57090000000005
841,535.2577000000001
842,503.36570000000006
843,469.4306
844,450.37930000000006
845,405.56319999999994
846,407.2431
847,379.31629999999996
848,383.2277000000001
849,365.30339999999984
850,362.9319
851,392.12850000000003
852,320.66
853,394.5225
854,373.7866000000001
855,409.34069999999997
856,403.3792
857,438.1702000000001
858,447.9395000000001
859,455.6659000000001
860,453.7714000000001
861,441.9390000000001
862,434.3307000000001
863,399.46720000000005
864,440.5799000000001
865,409.6689000000001
866,447.6462
867,392.3253
868,416.5781000000001
869,366.85310000000004
870,398.5373
871,342.35339999999997
872,416.1813
873,408.12210000000005
874,403.79600000000005
875,382.204
876,408.48380000000003
877,355.87379999999996
878,378.5713
879,385.8785000000001
880,402.99840000000006
881,537.5672000000001
882,469.04589999999996
883,475.9089000000001
884,455.93929999999995
885,449.11519999999996
886,445.1196
887,467.3101
888,471.7053999999999
889,468.68109999999996
890,447.8602999999999
891,448.41940000000005
892,448.82839999999993
893,466.6435
894,447.4132999999999
895,465.8691
896,460.8992
897,481.91349999999983
898,492.1182999999999
899,506.58139999999986
900,470.0284
901,507.2804999999999
902,485.45369999999997
903,452.4403999999999
904,463.3276999999999
905,459.5225
906,463.40759999999995
907,483.37619999999987
908,436.8212999999999
909,476.69649999999984
910,461.5074999999999
911,423.75539999999984
912,416.7057999999999
913,435.7780999999999
914,444.5791999999998
915,419.7887999999999
916,423.7189999999998
917,411.1406999999999
918,436.16119999999984
919,413.81209999999993
920,426.96359999999993
921,489.909
922,437.69529999999986
923,410.2237
924,381.96939999999995
925,364.6025000000001
926,351.1103999999999
927,368.9467000000001
928,371.9579
929,358.9417000000001
930,371.00019999999995
931,374.83580000000006
932,354.504
933,357.88599999999997
934,338.73889999999994
935,344.57399999999996
936,343.1236999999999
937,337.9515
938,339.3345999999998
939,350.72209999999995
940,354.78649999999993
941,361.5628
942,461.7087999999998
943,513.4326999999998
944,477.76619999999997
945,462.99009999999987
946,414.43299999999994
947,428.87629999999996
948,438.98479999999995
949,404.5778
950,410.0026
951,392.12850000000003
952,320.66
953,394.5225
954,373.7866000000001
955,409.34069999999997
956,403.3792
957,438.1702000000001
958,447.9395000000001
959,455.6659000000001
960,453.7714000000001
961,462.5168
962,395.1013999999999
963,416.02879999999993
964,334.96320000000003
965,359.30909999999994
966,327.34939999999995
967,388.2223
968,302.55190000000005
969,372.6405
970,281.21709999999996
971,379.85159999999996
972,394.1563
973,390.1246
974,415.5025
975,404.4004999999999
976,416.0924999999999
977,393.48879999999986
978,404.1086999999999
979,393.7255999999998
980,408.78769999999986
981,378.85319999999984
982,412.9084999999999
983,408.58819999999986
984,387.0922
985,381.02229999999986
986,391.8973
987,379.1932999999999
988,364.51500000000004
989,366.9151999999999
990,370.04949999999997
991,366.6323999999999
992,344.23320000000007
993,361.3463
994,374.3162
995,336.63069999999993
996,365.3049
997,364.3846
998,369.4463
999,348.8693
1000,336.7404000000001
1001,449.1040000000001
1002,430.49370000000005
1003,453.4802
1004,455.71930000000003
1005,406.46230000000014
1006,381.42410000000007
1007,423.25039999999996
1008,430.97180000000003
1009,397.6411000000001
1010,411.2893000000001
1011,431.7806
1012,437.7106
1013,376.79080000000005
1014,430.28130000000004
1015,382.9859
1016,430.4963
1017,387.9991000000001
1018,411.4143
1019,418.70450000000005
1020,424.47780000000006
1021,399.30699999999996
1022,372.0784000000001
1023,393.0574000000001
1024,398.8307
1025,369.6768
1026,381.7841
1027,403.88489999999996
1028,364.7752
1029,386.4668
1030,376.3931999999999
1031,377.6903999999999
1032,334.83529999999996
1033,336.2975
1034,348.1956999999999
1035,342.7728
1036,347.7163
1037,334.81559999999996
1038,348.0494
1039,328.38640000000004
1040,390.9552
1041,563.3326
1042,506.2113
1043,453.6246999999999
1044,440.81029999999987
1045,445.3830999999999
1046,459.0674
1047,461.42660000000006
1048,451.99269999999996
1049,434.23749999999995
1050,430.2175
1051,416.4482999999999
1052,425.04200000000003
1053,391.79759999999993
1054,397.53659999999996
1055,391.25429999999994
1056,387.1680999999999
1057,373.5670999999998
1058,420.2105000000001
1059,414.87860000000006
1060,400.4224
1061,410.24279999999993
1062,425.3503000000001
1063,383.2407
1064,385.8167
1065,394.19949999999994
1066,363.62140000000005
1067,394.695
1068,354.99379999999996
1069,372.2283999999999
1070,339.0431
1071,358.5297
1072,368.9649
1073,331.29109999999986
1074,337.96439999999996
1075,358.22560000000004
1076,368.1369
1077,351.60639999999995
1078,334.7108
1079,361.65129999999994
1080,374.09690000000006
1081,462.4891999999999
1082,441.00839999999994
1083,506.8931
1084,437.42240000000004
1085,496.21029999999996
1086,469.13649999999996
1087,471.3098
1088,422.6961
1089,458.7478
1090,423.96139999999997
1091,434.57400000000007
1092,418.63789999999995
1093,460.99660000000006
1094,446.76480000000004
1095,430.49420000000003
1096,413.3905
1097,457.7961
1098,431.4576
1099,436.4139000000001
1100,456.5669
1101,456.59770000000003
1102,400.1067000000001
1103,437.8861999999999
1104,444.4299
1105,442.1560999999999
1106,388.7058
1107,442.5249999999999
1108,408.98299999999995
1109,410.7118
1110,420.9666999999999
1111,415.0990999999999
1112,406.7322
1113,393.7169
1114,418.77809999999994
1115,413.9006999999999
1116,380.17240000000004
1117,410.00529999999986
1118,409.74179999999996
1119,386.4639
1120,350.6834
1121,535.6662000000002
1122,484.62429999999995
1123,453.43640000000005
1124,471.16499999999996
1125,421.4763000000001
1126,485.90479999999997
1127,482.1881
1128,477.0915
1129,486.9623000000001
1130,483.66869999999994
1131,461.6281
1132,473.54800000000006
1133,460.87450000000007
1134,464.5064000000001
1135,474.0796000000001
1136,459.81700000000006
1137,449.04300000000006
1138,475.56019999999995
1139,441.2594000000001
1140,445.5744000000001
1141,446.83610000000004
1142,463.1616000000001
1143,448.2505000000001
1144,446.6981000000001
1145,466.4965
1146,461.7160000000001
1147,454.18230000000005
1148,453.59930000000014
1149,463.8662
1150,451.5062000000001
1151,451.7531000000001
1152,463.7282000000001
1153,452.8569
1154,437.5627
1155,459.7176
1156,429.6743000000001
1157,464.0129999999999
1158,438.84780000000006
1159,459.7976
1160,449.9655
1161,602.2529
1162,545.2976999999998
1163,487.9455999999999
1164,487.96669999999995
1165,464.68890000000005
1166,469.70549999999986
1167,480.39429999999993
1168,460.2699
1169,467.69320000000005
1170,481.30150000000003
1171,468.3949
1172,456.6771
1173,460.35139999999996
1174,463.2999
1175,478.03970000000004
1176,458.005
1177,462.4157
1178,467.54240000000004
1179,457.6589
1180,440.32969999999995
1181,450.6454
1182,437.3900000000001
1183,441.3221
1184,431.1122
1185,438.39459999999997
1186,452.9839999999999
1187,434.5322
1188,440.81669999999997
1189,451.4575
1190,431.1304
1191,421.5995999999999
1192,436.86009999999993
1193,419.9156
1194,421.4946999999999
1195,434.5703999999999
1196,418.35099999999994
1197,421.67299999999994
1198,426.21289999999993
1199,404.1887999999999
1200,398.6691999999999
1201,392.12850000000003
1202,320.66
1203,394.5225
1204,373.7866000000001
1205,409.34069999999997
1206,403.3792
1207,438.1702000000001
1208,447.9395000000001
1209,455.6659000000001
1210,453.7714000000001
1211,441.9390000000001
1212,434.3307000000001
1213,399.46720000000005
1214,440.5799000000001
1215,409.6689000000001
1216,447.6462
1217,392.3253
1218,416.5781000000001
1219,366.85310000000004
1220,398.5373
1221,342.35339999999997
1222,416.1813
1223,408.12210000000005
1224,403.79600000000005
1225,382.204
1226,408.48380000000003
1227,355.87379999999996
1228,378.5713
1229,385.8785000000001
1230,402.99840000000006
1231,348.2679
1232,395.03180000000003
1233,324.7017
1234,390.01720000000006
1235,330.79830000000004
1236,369.5165
1237,363.5201
1238,395.50260000000003
1239,335.73740000000004
1240,386.57090000000005
1241,535.2577000000001
1242,503.36570000000006
1243,469.4306
1244,450.37930000000006
1245,405.56319999999994
1246,407.2431
1247,379.31629999999996
1248,383.2277000000001
1249,365.30339999999984
1250,362.9319
1251,392.12850000000003
1252,320.66
1253,394.5225
1254,373.7866000000001
1255,409.34069999999997
1256,403.3792
1257,438.1702000000001
1258,447.9395000000001
1259,455.6659000000001
1260,453.7714000000001
1261,441.9390000000001
1262,434.3307000000001
1263,399.46720000000005
1264,440.5799000000001
1265,409.6689000000001
1266,447.6462
1267,392.3253
1268,416.5781000000001
1269,366.85310000000004
1270,398.5373
1271,342.35339999999997
1272,416.1813
1273,408.12210000000005
1274,403.79600000000005
1275,382.204
1276,408.48380000000003
1277,355.87379999999996
1278,378.5713
1279,385.8785000000001
1280,402.99840000000006
1281,345.70619999999997
1282,378.65930000000003
1283,380.12000000000006
1284,404.5993
1285,345.70619999999997
1286,406.256
1287,362.07529999999997
1288,437.5619
1289,391.9536
1290,429.65869999999995
1291,389.8073
1292,382.5521
1293,350.95809999999994
1294,359.72180000000003
1295,384.3061000000001
1296,395.6041
1297,334.0411
1298,398.53419999999994
1299,337.1051
1300,379.4135
1301,392.12850000000003
1302,320.66
1303,394.5225
1304,373.7866000000001
1305,409.34069999999997
1306,403.3792
1307,438.1702000000001
1308,447.9395000000001
1309,455.6659000000001
1310,453.7714000000001
1311,441.9390000000001
1312,434.3307000000001
1313,399.46720000000005
1314,440.5799000000001
1315,409.6689000000001
1316,447.6462
1317,392.3253
1318,416.5781000000001
1319,366.85310000000004
1320,398.5373
1321,345.2131999999999
1322,401.65200000000004
1323,368.7241
1324,400.4234999999999
1325,343.6398
1326,387.70259999999996
1327,336.5897
1328,372.87839999999994
1329,318.58430000000004
1330,355.1199
1331,313.73049999999995
1332,348.1855
1333,302.51499999999993
1334,345.748
1335,291.70039999999995
1336,354.0024
1337,343.292
1338,380.26329999999996
1339,310.5334
1340,360.14979999999997
1341,307.54220000000004
1342,364.75309999999996
1343,296.68639999999994
1344,358.31629999999996
1345,292.6774
1346,355.38289999999995
1347,295.70399999999995
1348,360.1338999999999
1349,285.21270000000004
1350,354.89079999999984
1351,392.12850000000003
1352,320.66
1353,394.5225
1354,373.7866000000001
1355,409.34069999999997
1356,403.3792
1357,438.1702000000001
1358,447.9395000000001
1359,455.6659000000001
1360,453.7714000000001
1361,496.37340000000006
1362,473.34529999999984
1363,480.0094
1364,428.64369999999997
1365,449.4392
1366,398.9855
1367,422.6101000000001
1368,351.35490000000004
1369,385.43420000000015
1370,336.4385000000001
1371,382.04870000000005
1372,303.91340000000014
1373,361.48060000000004
1374,303.3451000000002
1375,361.6936
1376,293.0048000000001
1377,349.7559
1378,284.1710000000001
1379,350.2774
1380,277.0667
1381,339.80209999999994
1382,273.21380000000005
1383,339.3649
1384,264.6978000000001
1385,333.95329999999996
1386,260.5501000000001
1387,324.9334
1388,253.4645000000001
1389,324.2817
1390,245.6409000000001
1391,309.8389000000001
1392,239.03390000000007
1393,309.93260000000004
1394,234.22910000000007
1395,302.39540000000005
1396,347.38750000000005
1397,361.03739999999993
1398,375.43559999999997
1399,467.09609999999986
1400,448.1205
1401,466.3984
1402,447.6266999999999
1403,434.7663999999999
1404,448.633
1405,430.38240000000013
1406,429.9018
1407,447.14000000000004
1408,427.5252
1409,419.52719999999994
1410,430.44459999999987
1411,418.8388999999998
1412,432.1128999999998
1413,419.5991999999998
1414,437.95049999999986
1415,404.1473999999998
1416,397.44959999999986
1417,406.7981999999999
1418,401.67209999999994
1419,399.5611999999999
1420,409.8007999999999
1421,429.2440000000001
1422,442.5449999999999
1423,419.1176000000001
1424,417.4862999999999
1425,407.5804
1426,394.39369999999997
1427,374.17370000000005
1428,369.0917999999999
1429,346.97839999999997
1430,347.6969
1431,344.9486000000001
1432,349.39379999999994
1433,336.678
1434,345.27849999999995
1435,337.6677
1436,350.30449999999996
1437,341.9822
1438,341.9796
1439,329.12500000000006
1440,348.93059999999997
1441,426.7295
1442,471.91470000000004
1443,467.28350000000006
1444,418.1497999999999
1445,419.5010000000001
1446,422.1903
1447,421.7546000000001
1448,474.8532
1449,469.8006000000001
1450,491.2223000000001
1451,472.8685
1452,473.87090000000006
1453,475.4607
1454,449.66669999999993
1455,452.9698
1456,456.28970000000004
1457,450.7749
1458,423.46799999999996
1459,411.0038
1460,394.92040000000003
1461,415.99770000000007
1462,411.43109999999996
1463,374.0459000000001
1464,361.3084
1465,395.5544000000001
1466,372.56520000000006
1467,349.8883000000001
1468,358.5545000000001
1469,436.2416000000001
1470,459.3624000000001
1471,471.00010000000015
1472,474.10610000000014
1473,476.55550000000017
1474,402.3311000000001
1475,422.0489000000001
1476,452.21280000000013
1477,447.4504000000002
1478,419.5934000000001
1479,373.87260000000015
1480,430.6192000000002
1481,452.7811
1482,500.5011000000001
1483,483.8349
1484,462.6444
1485,476.54430000000013
1486,417.17949999999996
1487,439.35990000000004
1488,370.4945
1489,374.229
1490,403.5916
1491,469.05229999999995
1492,443.2602
1493,423.24119999999994
1494,398.5171
1495,421.00120000000004
